Time,Mean RTT,Std Dev,Elevation,State
Thu Mar 26 13:39:51 2026,74.8,2.7373953556863757,2.799999999999997,1,103.0
Thu Mar 26 13:40:20 2026,84.56666666666666,11.26232658024087,17.566666666666663,1,99.9
Thu Mar 26 13:40:50 2026,53.800000000000004,20.51081015789804,25.800000000000004,0,40.7
Thu Mar 26 13:41:11 2026,65.76666666666667,19.216196871967725,26.766666666666666,1,90.2
Thu Mar 26 13:41:41 2026,139.4,22.70134601980929,43.400000000000006,1,106.0
Thu Mar 26 13:42:14 2026,60.79166666666667,28.36159742210113,32.79166666666667,1,52.2
Thu Mar 26 13:42:34 2026,103.86666666666666,69.24115667562016,80.86666666666666,1,105.0
Thu Mar 26 13:43:03 2026,110.46666666666667,39.86454843870958,35.46666666666667,1,13.5
Thu Mar 26 13:43:34 2026,487.7,325.96217231111,420.7,1,81.4
Thu Mar 26 13:43:54 2026,77.83333333333333,21.10186932214511,32.33333333333333,1,98.4
Thu Mar 26 13:44:24 2026,206.83333333333334,55.529571701331655,73.83333333333334,1,91.1
Thu Mar 26 13:44:54 2026,98.36666666666666,41.42012393350201,53.36666666666666,1,95.3
Thu Mar 26 13:45:51 2026,65.13333333333333,13.485135849849229,16.46666666666666,1,93.6
Thu Mar 26 13:46:13 2026,119.5,35.210793799629116,57.5,1,26.8
Thu Mar 26 13:46:43 2026,192.96666666666667,45.92825322657552,69.96666666666667,1,89.4
Thu Mar 26 13:47:12 2026,219.03333333333333,43.457054151835415,73.36666666666667,1,96.1
Thu Mar 26 13:47:33 2026,71.96666666666667,8.398677144513758,11.966666666666669,1,111.0
Thu Mar 26 13:48:02 2026,195.23333333333335,49.05683778367021,81.90000000000002,1,79.5
Thu Mar 26 13:48:32 2026,45.766666666666666,10.76083433361724,9.266666666666666,0,65.4
Thu Mar 26 13:48:58 2026,50.898925145467125,2.394867197385374,3.491299947102867,0,66.7
Thu Mar 26 13:49:34 2026,226.56666666666666,29.142103942958922,53.23333333333332,1,99.8
Thu Mar 26 13:50:03 2026,89.9,17.788135871354754,30.900000000000006,1,88.1
Thu Mar 26 13:50:23 2026,122.56666666666666,20.891146450111346,20.89999999999999,1,86.4
Thu Mar 26 13:50:52 2026,167.56666666666666,28.21024242678141,30.566666666666663,1,62.9
Thu Mar 26 13:51:10 2026,84.86666666666666,17.446553304943134,17.53333333333333,1,59.7
Thu Mar 26 13:51:22 2026,150.5,52.20898177304149,81.5,1,95.2
Thu Mar 26 13:51:30 2026,68.96666666666667,10.30447583442371,11.966666666666669,1,85.3
Thu Mar 26 13:51:42 2026,72.7,17.994567081328864,18.200000000000003,1,82.4
Thu Mar 26 13:51:59 2026,142.83333333333334,24.603522782994585,27.833333333333343,1,61.1
Thu Mar 26 13:52:12 2026,240.4,90.47145651775728,94.73333333333335,1,88.3
Thu Mar 26 13:52:32 2026,105.20833333333333,23.06433484119294,33.20833333333333,1,82.5
Thu Mar 26 13:52:41 2026,65.4,9.764789353135638,18.400000000000006,1,111.0
Thu Mar 26 13:52:52 2026,83.43333333333334,8.799999999999999,11.433333333333337,1,89.9
Thu Mar 26 13:53:01 2026,91.1,28.74516384445294,40.599999999999994,1,78.8
Thu Mar 26 13:53:21 2026,124.6,8.840311708933745,15.599999999999994,1,76.9
Thu Mar 26 13:53:30 2026,124.2,9.947864092356712,19.200000000000003,1,96.0
Thu Mar 26 13:53:51 2026,78.16666666666667,7.568942389058653,12.166666666666671,1,80.7
Thu Mar 26 13:54:00 2026,85.16666666666667,25.328508312439826,22.66666666666667,1,43.8
Thu Mar 26 13:54:10 2026,55.56666666666667,17.638846019195498,33.56666666666667,1,82.7
Thu Mar 26 13:54:20 2026,103.03333333333333,53.394589821649745,49.03333333333333,1,85.3
Thu Mar 26 13:54:40 2026,113.13333333333334,8.122944184359646,8.13333333333334,1,86.9
Thu Mar 26 13:54:49 2026,134.96666666666667,27.376470026486455,17.46666666666667,1,100.0
Thu Mar 26 13:55:09 2026,83.0,1.282358937444756,2.0,1,79.3
Thu Mar 26 13:55:18 2026,70.56666666666666,10.49528994888236,12.066666666666663,1,52.1
